DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
G;307192;CR.P.CONV;ASTRIDES GONDIM DE SOUZA;ASTRIDES GONDIM DE SOUZA;;GUAIANASES;CIDADE TIRADENTES;RUA MAURO DE ALMEIDA;10;CIDADE TIRADENTES;8471430;20162291;;;Ativa;25;CIDADE TIRADENTES;2507;35438364;35438364;;ZERO A 3 A;09/12/2009;2009.0.295;09/12/2009;09/12/2009;;;;CON;-23603773;-46398862;31/12/2011
G;306756;CR.P.CONV;ATIVA;ATIVA;;GUAIANASES;CIDADE TIRADENTES;RUA CACHOEIRA CAMALEÃO;71;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472150;25554866;;;Ativa;25;CIDADE TIRADENTES;2501;35295681;35295681;;ZERO A 3A;;;;10/08/2006;;;;CON;-23569059;-46400253;31/12/2011
G;97705;EMEF;AURELIANO LEITE;AURELIANO LEITE;;GUAIANASES;CIDADE TIRADENTES;RUA JOSE FRANCISCO BRANDAO;370;CIDADE TIRADENTES;8470790;29648045;29648191;29648045;Ativa;25;CIDADE TIRADENTES;2506;35092964;35092964;161078147000000;;10/04/1986;22.098;09/04/1986;;16/03/1991;;COHAB CIDADE TIRADENTES  - UNIDADE IV;DIR;-23592657;-46392884;31/12/2011
G;306807;CR.P.CONV;AVES GALHANI;AVES GALHANI;;GUAIANASES;GUAIANASES;RUA SANTO  ADAUTO;15;VILA MINERVA;8441350;25519534;34824634;25519534;Ativa;96;LAJEADO;9608;35305534;35305534;;ZERO A 4A;;;;09/03/2007;;;;CON;-23539494;-46413146;31/12/2011
G;500731;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID I G;AVIB ASS DOS VOL INT DO BRASIL UNID I G;;GUAIANASES;GUAIANASES;RUA FRANCISCO NUNES CUBAS;3;JARDIM FANGANIELLO;8450460;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23546806;-46396340;31/12/2011
G;500732;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID II G;AVIB ASS DOS VOL INT DO BRASIL UNID II G;;GUAIANASES;GUAIANASES;RUA RAPOSO DA FONSECA;127;CIDADE POPULAR;8460520;65576442;;;Ativa;31;GUAIANASES;3101;;0;;;;;;17/12/2007;;;;CON;-23555584;-46395702;31/12/2011
G;500733;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID III G;AVIB ASS DOS VOL INT DO BRASIL UNID III G;;GUAIANASES;GUAIANASES;RUA CARVALHO DE ARAÚJO;5;VILA CRUZEIRO;8412020;65576442;;;Ativa;31;GUAIANASES;3101;;0;;;;;;17/12/2007;;;;CON;-23545845;-46406401;31/12/2011
G;500734;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID IV G;AVIB ASS DOS VOL INT DO BRASIL UNID IV G;;GUAIANASES;GUAIANASES;RUA JERÔNIMO BUENO;20;LAJEADO;8451320;65576442;;;Ativa;96;LAJEADO;9601;;0;;;;;;17/12/2007;;;;CON;-23543786;-46396307;31/12/2011
G;500740;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID IX G;AVIB ASS DOS VOL INT DO BRASIL UNID IX G;;GUAIANASES;GUAIANASES;RUA ANTÔNIO THADEO;309;LAJEADO;8450160;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23540532;-46404931;31/12/2011
G;500735;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID V G;AVIB ASS DOS VOL INT DO BRASIL UNID V G;;GUAIANASES;GUAIANASES;RUA OTELO AUGUSTO RIBEIRO;984;GUAIANAZES;8412000;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;09/03/2010;;;;CON;-23538726;-46407654;31/12/2011
G;500736;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID VI G;AVIB ASS DOS VOL INT DO BRASIL UNID VI G;;GUAIANASES;GUAIANASES;RUA SERRA DO CABURAÍ;13;VILA SÃO JOSÉ (GUAIANAZES);8412140;65576442;;;Ativa;31;GUAIANASES;3102;;0;;;;;;17/12/2007;;;;CON;-23556787;-46410495;31/12/2011
G;500737;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID VII G;AVIB ASS DOS VOL INT DO BRASIL UNID VII G;;GUAIANASES;GUAIANASES;ESTRADA DO LAGEADO VELHO;125;GUAIANAZES;8451000;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23538342;-46407310;31/12/2011
G;500739;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID VIII G;AVIB ASS DOS VOL INT DO BRASIL UNID VIII G;;GUAIANASES;GUAIANASES;RUA JOÃO CARRASCO;13;LAJEADO;8451190;;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23539532;-46398096;31/12/2011
G;500741;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID X G;AVIB ASS DOS VOL INT DO BRASIL UNID X G;;GUAIANASES;GUAIANASES;RUA JOAO PORTE DEL REI;94;GUAIANASES;8451000;65576442;;;Ativa;96;LAJEADO;9601;;0;;;;;;17/12/2007;;;;CON;-23541862;-46392980;31/12/2011
G;500742;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XI G;AVIB ASS DOS VOL INT DO BRASIL UNID XI G;;GUAIANASES;GUAIANASES;RUA FRANCISCO FALCÃO;233;LAJEADO;8452080;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23540244;-46394899;31/12/2011
G;500743;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XII G;AVIB ASS DOS VOL INT DO BRASIL UNID XII G;;GUAIANASES;GUAIANASES;ESTRADA DO LAGEADO VELHO;1206;GUAIANAZES;8451000;65576442;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23536010;-46397242;31/12/2011
G;501005;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XIX G;AVIB ASS DOS VOL INT DO BRASIL UNID XIX G;;GUAIANASES;GUAIANASES;TRAVESSA AÇUCENA-DO-BREJO;39;VILA LOURDES;8452590;;;;Ativa;96;LAJEADO;9604;;0;;;;;;17/12/2007;;;;CON;-23531011;-46399673;31/12/2011
G;500746;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XV G;AVIB ASS DOS VOL INT DO BRASIL UNID XV G;;GUAIANASES;GUAIANASES;AVENIDA SÃO LÁZARO DE JERUSALÉM;35;JARDIM IRENE;8431800;;;;Ativa;96;LAJEADO;9608;;0;;;;;;17/12/2007;;;;CON;-23531518;-46415694;31/12/2011
G;500747;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XVI G;AVIB ASS DOS VOL INT DO BRASIL UNID XVI G;;GUAIANASES;GUAIANASES;RUA   FRANCISCO BITANCOURT;724;JARDIM AURORA;8431120;;;;Ativa;96;LAJEADO;9608;;0;;;;;;17/12/2007;;;;CON;-23536373;-46417250;31/12/2011
G;500748;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XVII G;AVIB ASS DOS VOL INT DO BRASIL UNID XVII G;;GUAIANASES;GUAIANASES;RUA FRANCISCO GIL DE ARAÚJO;136;JARDIM LOURDES;8452440;;;;Ativa;96;LAJEADO;9601;;0;;;;;;17/12/2007;;;;CON;-23528323;-46393514;31/12/2011
G;500749;MOVA;AVIB ASS DOS VOL INT DO BRASIL UNID XVIII G;AVIB ASS DOS VOL INT DO BRASIL UNID XVIII G;;GUAIANASES;GUAIANASES;RUA   FRANCISCO FERRAZ CARDOSO;495;LAGEADO;8452200;;;;Ativa;96;LAJEADO;9602;;0;;;;;;17/12/2007;;;;CON;-23537127;-46396058;31/12/2011
G;400016;CEI DIRET;BARBARA HELIODORA;BARBARA HELIODORA;;GUAIANASES;CIDADE TIRADENTES;RUA JOSÉ FRANCISCO BRANDÃO;80;CIDADE TIRADENTES;8470790;22821618;;;Ativa;25;CIDADE TIRADENTES;2506;35237565;35237565;161078135000000;ZERO A 6A E 11M;13/07/1985;21.085;13/07/1985;;22/05/2007;;;DIR;-23589095;-46395305;31/12/2011
G;307522;CR.P.CONV;BEIJA FLOR;BEIJA FLOR;;GUAIANASES;GUAIANASES;RUA HOMERO DE SOUZA CAMPOS;35;LAJEADO;8452280;25537874;;;Ativa;96;LAJEADO;9602;35455209;35455209;;ZERO A 3 ANOS;09/05/2011;2011.0.068;13/04/2011;09/05/2011;;;;CON;-23535512;-46399902;31/12/2011
G;15024;EMEF;CAIO SERGIO POMPEU DE TOLEDO, DEP.;CAIO SERGIO POMPEU DE TOLEDO, DEP.;;GUAIANASES;CIDADE TIRADENTES;AVENIDA NASCER DO SOL;1360;COHAB SANTA ETELVINA II A;8485020;29649380;22821513;22821513;Ativa;25;CIDADE TIRADENTES;2504;35200062;35200062;161078150000000;;03/06/1994;34.206;03/06/1994;;08/03/1996;;CONJ. HABITACIONAL SANTA ETELVINA II - Q 04;DIR;-23592244;-46416139;31/12/2011
G;307030;CR.P.CONV;CAMINHAR E CRESCER;CAMINHAR E CRESCER;;GUAIANASES;GUAIANASES;RUA ANTÔNIO THADEO;697;LAJEADO;8450160;25524735;;;Ativa;96;LAJEADO;9602;35432945;35432945;;ZERO A 3A;25/11/2008;2008.0.264;25/11/2008;25/11/2008;;;LUCINDA BRITO;CON;-23537950;-46405769;31/12/2011
G;307236;CR.P.CONV;CAMINHO DO SOL;CAMINHO DO SOL;;GUAIANASES;GUAIANASES;RUA FLORIDO SILVESTRI;15;CONJUNTO HABITACIONAL JUSCELINO KUBITSCH;8465170;25187151;;;Ativa;31;GUAIANASES;3104;35441491;35441491;;ZERO A 03A;23/03/2010;2009.0.283;23/03/2010;23/03/2010;;;;CON;-23562354;-46396151;31/12/2011
G;307233;CR.P.CONV;CANDIDO DE SA;CANDIDO DE SA;;GUAIANASES;GUAIANASES;RUA DOUTOR JOSÉ GAVRONSKI;223;JARDIM ROBRU;8441000;20163057;;;Ativa;96;LAJEADO;9605;35441512;35441512;;ZERO A 03 A;19/03/2010;2009.0.207;19/03/2010;19/03/2010;;;;CON;-23531531;-46402311;31/12/2011
G;306960;CR.P.CONV;CANTINHO FELIZ;CANTINHO FELIZ;;GUAIANASES;GUAIANASES;RUA DOUTOR JOÃO LEAL DA COSTA;273;JARDIM SÃO PAULO(ZONA LESTE);8461460;25567973;;;Ativa;31;GUAIANASES;3104;35393061;35393061;;ZERO A 3A;28/05/2008;2007.0.317;28/05/2008;28/05/2008;;;;CON;-23560344;-46406176;31/12/2011
G;90981;EMEI;CARLOTA PEREIRA DE QUEIROZ;CARLOTA PEREIRA DE QUEIROZ;;GUAIANASES;CIDADE TIRADENTES;RUA FERNANDO GANGA;25;CIDADE TIRADENTES;8471100;22822115;;25160405;Ativa;25;CIDADE TIRADENTES;2507;35091388;35091388;161078137000000;;09/08/1984;20.018;09/08/1984;;21/05/1986;;COHAB CIDADE TIRADENTES UNIDADE I;DIR;-23600796;-46398705;31/12/2011
G;307488;CR.P.CONV;CASA DE MARIA;CASA DE MARIA;;GUAIANASES;GUAIANASES;RUA PROFESSORA DINA RIZZI;625;JARDIM AURORA (ZONA LESTE);8431050;25117930;;;Ativa;96;LAJEADO;9608;35449799;35449799;23;ZERO A 3 A;03/03/2011;2010.0.325;03/02/2011;03/03/2011;;;;CON;-23535622;-46417332;31/12/2011
G;307075;CR.P.CONV;CASINHA DA VOVO;CASINHA DA VOVO;;GUAIANASES;GUAIANASES;RUA INÁCIO DE OLIVEIRA CAMPOS;0;JARDIM FANGANIELLO;8450450;20165600;;;Ativa;96;LAJEADO;9601;35432921;35432921;;ZERO A 3 A;24/03/2009;2008.0.315;24/03/2009;24/03/2009;;;;CON;-23546952;-46396426;31/12/2011
G;307424;CR.P.CONV;CASINHA DA VOVO II;CASINHA DA VOVO II;;GUAIANASES;CIDADE TIRADENTES;RUA APÓSTOLO JUDAS TADEU;8;CIDADE TIRADENTES;8475510;22858339;95750906;;Ativa;25;CIDADE TIRADENTES;2506;35446762;35446762;;ZERO A 3 A;01/12/2010;2008.0.315;01/12/2010;01/12/2010;;;;CON;-23585415;-46400890;31/12/2011
G;501059;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID II G;CASP CENTRAL DE ASSOC E SOC POP UNID II G;;GUAIANASES;CIDADE TIRADENTES;RUA EDUARDO MOURA;39;CIDADE TIRADENTES;8470620;28623943;25584566;;Ativa;25;CIDADE TIRADENTES;2502;;0;;;;;;;;;CAPS UNIDADE BALTASAR GRACIAN UNID I CT;CON;-23582338;-46394050;31/12/2011
G;501056;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID III G;CASP CENTRAL DE ASSOC E SOC POP UNID III G;;GUAIANASES;CIDADE TIRADENTES;RUA   ANTONIO VENOSA;225;CIDADE TIRADENTES;8471560;;;;Ativa;25;CIDADE TIRADENTES;2507;;0;;;;;;20/07/2009;;;CAPS UNIDADE BOA ESPERANCA UNID I CT;CON;-23609512;-46400051;31/12/2011
G;501053;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID IX G;CASP CENTRAL DE ASSOC E SOC POP UNID IX G;;GUAIANASES;CIDADE TIRADENTES;RUA SARA KUBITSCHECK;221;CONJUNTO HABITACIONAL CASTRO ALVES;8474000;25589790;;;Ativa;25;CIDADE TIRADENTES;2504;;0;;;;;;;;;CAPS UNIDADE METALURGICOS UNID I CT;CON;-23610693;-46397416;31/12/2011
G;501066;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID VI G;CASP CENTRAL DE ASSOC E SOC POP UNID VI G;;GUAIANASES;CIDADE TIRADENTES;RUA APÓSTOLO MATEUS;12;CIDADE TIRADENTES;8475175;65184290;;;Ativa;;CIDADE TIRADENTES;;;0;;;;;;20/07/2009;;;CAPS UNIDADE JOAQUIM AMARAL UNID I CT;CON;0;0;31/12/2011
G;501058;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID VII G;CASP CENTRAL DE ASSOC E SOC POP UNID VII G;;GUAIANASES;CIDADE TIRADENTES;RUA FELICIANO DE MENDONÇA;377;JARDIM SÃO PAULO(ZONA LESTE);8460365;65182749;;;Ativa;;CIDADE TIRADENTES;;;0;;;;;;;;;CAPS UNIDADE JOSE PEREIRA UNID I CT;CON;-23553007;-46398672;31/12/2011
G;501052;MOVA;CASP CENTRAL DE ASSOC E SOC POP UNID XII;CASP CENTRAL DE ASSOC E SOC POP UNID XII;;GUAIANASES;CIDADE TIRADENTES;RUA SONATA DO ADEUS;138;CONJUNTO HABITACIONAL SITIO CONCEIÇÃO;8473080;25584566;;;Ativa;25;CIDADE TIRADENTES;2502;;0;;;;;;20/07/2009;;;CASP UNIDADE CAMPO GRANDE UNID I CT;CON;-23583195;-46394667;31/12/2011
G;306710;CR.P.CONV;CASTELINHO ENCANTADO;CASTELINHO ENCANTADO;;GUAIANASES;GUAIANASES;RUA JOÃO DA SILVA AGUIAR;805;LAJEADO;8452250;25526302;;;Ativa;96;LAJEADO;9602;35288524;35288524;;ZERO A 6A E 11M;;;;24/03/2006;;;;CON;-23537531;-46397539;31/12/2011
G;307032;CR.P.CONV;CASTELINHO ENCANTADO II;CASTELINHO ENCANTADO II;;GUAIANASES;GUAIANASES;RUA FRANCISCO FERNANDES FRAZÃO;130;LAJEADO;8452180;21536982;;;Ativa;96;LAJEADO;9602;35432283;35432283;;ZERO A 3A;25/11/2008;2008.0.244;25/11/2008;25/11/2008;;;;CON;-23536362;-46398002;31/12/2011
G;307184;CR.P.CONV;CASTELINHO ENCANTADO III;CASTELINHO ENCANTADO III;;GUAIANASES;GUAIANASES;RUA FREITAS DE AZEVEDO;36;JARDIM FANGANIELLO;8450540;25533364;;;Ativa;96;LAJEADO;9601;35437761;35437761;;ZERO A 3 A;07/12/2009;2009.0.076;07/12/2009;07/12/2009;;;;CON;-23545507;-46391985;31/12/2011
G;307168;CR.P.CONV;CASTELINHO ENCANTADO IV;CASTELINHO ENCANTADO IV;;GUAIANASES;GUAIANASES;RUA GONÇALO RIBEIRO CORÇO;204;JARDIM FANGANIELLO;8450581;20168404;25526302;;Ativa;96;LAJEADO;9601;35435405;35435405;;ZERO A 3 A;05/11/2009;2009.0.076;05/11/2009;05/11/2009;;;;CON;-23546699;-46389751;31/12/2011
G;307430;CR.P.CONV;CEI EGIDIO CORSI;CEI EGIDIO CORSI;;GUAIANASES;CIDADE TIRADENTES;RUA MILAGRE DOS PEIXES;470;CONJUNTO HABITACIONAL CASTRO ALVES;8474120;;;;Ativa;25;CIDADE TIRADENTES;2503;35446944;35446944;;ZERO A 3A;06/12/2010;2010.0.165;06/12/2010;06/12/2010;;;;CON;-23578828;-46403573;31/12/2011
G;400355;CEI INDIR;CEI SITIO CONCEICAO;CEI SITIO CONCEICAO;;GUAIANASES;CIDADE TIRADENTES;RUA   WILSON FERNANDO S CARVALHO;215;CONJUNTO HABITACIONAL SITIO CONCEICAO;8473000;25552484;25550550;;Ativa;25;CIDADE TIRADENTES;2502;35181869;35181869;;ZERO A 6A 11M;20/07/2002;2002.0.128;01/07/2002;20/07/2002;;;SITIO CONCEICAO;CON;-23579422;-46393948;31/12/2011
G;19455;EMEF;CELIA REGINA ANDERY BRAGA, PROF;CELIA REGINA ANDERY BRAGA, PROF;;GUAIANASES;CIDADE TIRADENTES;RUA HENRIQUE ADAMUS;15;JARDIM ÁUREA;8421107;25182935;25182728;;Ativa;25;CIDADE TIRADENTES;2508;35434097;35434097;161078188000000;;13/08/2009;50790;12/08/2009;;;;DO JARDIM AUREA;DIR;-23565367;-46417173;31/12/2011
G;307211;CR.P.CONV;CEU ESTRELADO;CEU ESTRELADO;;GUAIANASES;GUAIANASES;RUA ALFREDO DA RESSURREIÇÃO RABAÇAL;178;CONJUNTO HABITACIONAL JUSCELINO KUBITSCH;8465080;25555918;;;Ativa;31;GUAIANASES;3104;35439277;35439277;;ZERO A 3 A;01/02/2010;2009.0.258;01/02/2010;01/02/2010;;;;CON;-23566669;-46395955;31/12/2011
G;400032;CEI DIRET;CIDADE TIRADENTES;CIDADE TIRADENTES;;GUAIANASES;CIDADE TIRADENTES;RUA SANTO  RIZZO;122;CIDADE TIRADENTES;8470250;29648118;;;Ativa;25;CIDADE TIRADENTES;2505;35237589;35237589;161078139000000;ZERO A 6A E 11M;02/03/1985;20.719;02/03/1985;;22/05/2007;;;DIR;-23590130;-46406226;31/12/2011
G;19456;EMEF;CIDADE TIRADENTES - SANTA ETELVINA II B;CIDADE TIRADENTES - SANTA ETELVINA II B;;GUAIANASES;CIDADE TIRADENTES;RUA ARROIO SARANDI;284;CONJUNTO HABITACIONAL SANTA ETELVINA III;8485460;25166441;;;Ativa;25;CIDADE TIRADENTES;2503;35434085;35434085;161078189000000;;13/08/2009;50788;12/08/2009;;;;;DIR;-23576634;-46413472;31/12/2011
G;16527;EMEF;CLAUDIA BARTOLOMAZI, PROFA.;CLAUDIA BARTOLOMAZI, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA ARROIO ARAPONGA;275;SANTA ETELVINA II;8485440;22821292;22821589;22821292;Ativa;25;CIDADE TIRADENTES;2503;35201959;35201959;161078153000000;;20/10/1995;35.598;20/10/1995;;13/03/2001;;SANTA ETELVINA II-B;DIR;-23582406;-46411673;31/12/2011
G;400304;CEI DIRET;COHAB SANTA ETELVINA V - A;COHAB SANTA ETELVINA V - A;;GUAIANASES;CIDADE TIRADENTES;RUA EDMUNDO ORIOLI;430;CIDADE TIRADENTES;8470600;25592201;;22853776;Ativa;25;CIDADE TIRADENTES;2507;35282339;35282339;161078182000000;;16/01/2003;42.792;15/01/2003;;22/05/2007;;;DIR;-23599716;-46392714;31/12/2011
G;19443;EMEF;CONJ HABITACIONAL BARRO BRANCO II - C;CONJ HABITACIONAL BARRO BRANCO II - C;;GUAIANASES;CIDADE TIRADENTES;RUA ALFONSO ASTURARO;S N;CONJUNTO HABITACIONAL BARRO BRANCO II;8473591;22853094;22853262;;Ativa;25;CIDADE TIRADENTES;2502;35419357;35419357;161078185000000;;09/12/2008;50302;08/12/2008;;18/02/2011;;;DIR;-23585252;-46393989;31/12/2011
G;400035;CEI DIRET;CONJ. PRESTES MAIA;CONJ. PRESTES MAIA;;GUAIANASES;CIDADE TIRADENTES;RUA   INACIO PINTO LIMA;16;CONJUNTO RESIDENCIAL PRESTES MAIA;8490020;25554155;;;Ativa;25;CIDADE TIRADENTES;2501;35237383;35237383;161078148000000;ZERO A 6A E 11M;23/03/1991;29.643;23/03/1991;;22/05/2007;;;DIR;-23565903;-46408403;31/12/2011
G;400698;CEI INDIR;CONJUNTO HABITACIONAL BALTAZAR CISNEROS;CONJUNTO HABITACIONAL BALTAZAR CISNEROS;;GUAIANASES;GUAIANASES;RUA BALANDIA;33;JARDIM MORENO;8430860;95894810;25110781;;Ativa;96;LAJEADO;9608;35408128;35408128;161078184000000;ZERO A 5A;11/06/2008;49591;10/06/2008;18/08/2008;;;;CON;-23533684;-46422692;31/12/2011
G;19447;EMEF;CONJUNTO HABITACIONAL SITIO CONCEICAO II;CONJUNTO HABITACIONAL SITIO CONCEICAO II;;GUAIANASES;CIDADE TIRADENTES;RUA CONJUNTO SÍTIO CONCEIÇÃO;SN;CONJUNTO HABITACIONAL SITIO CONCEIÇÃO;8473090;25552375;25550478;;Ativa;25;CIDADE TIRADENTES;2502;35419394;35419394;161078186000000;;31/12/2008;50363;30/12/2008;;18/03/2010;;;DIR;-23577034;-46392378;31/12/2011
G;500753;MOVA;CONSELHO COMUNITARIO DA VILA SOLANGE UNID I G;CONSELHO COMUNITARIO DA VILA SOLANGE UNID I G;;GUAIANASES;GUAIANASES;RUA   EVALDO CALABREZ;1109;VILA PRINCESA ISABEL;8410070;;;;Ativa;;GUAIANASES;;;0;;;;;;30/03/2006;;;;CON;-23546693;-46421935;31/12/2011
G;500757;MOVA;CONSELHO COMUNITARIO DA VILA SOLANGE UNID V G;CONSELHO COMUNITARIO DA VILA SOLANGE UNID V G;;GUAIANASES;GUAIANASES;RUA GUEDES DE BRITO;41;JARDIM LOURDES;8452480;65544112;;;Ativa;96;LAJEADO;9603;;0;;;;;;30/03/2006;;;;CON;-23529282;-46394628;31/12/2011
G;307218;CR.P.CONV;CRIANCA E VIDA;CRIANCA E VIDA;;GUAIANASES;GUAIANASES;RUA CAÇAREMA;84;VILA POPULAR;8461170;25533331;;;Ativa;31;GUAIANASES;3102;35442653;35442653;;ZERO A 3 A;15/03/2010;2009.0.242;15/03/2010;15/03/2010;;;;CON;-23554108;-46404630;31/12/2011
G;307399;CR.P.CONV;CRIANCAS BRILHANTES;CRIANCAS BRILHANTES;;GUAIANASES;GUAIANASES;ESTRADA DO LAGEADO VELHO;95;GUAIANAZES;8451000;29600007;;;Ativa;96;LAJEADO;9605;35446166;35446166;;ZERO A 3A;13/10/2010;2010.0.164;13/10/2010;13/10/2010;;;;CON;-23538544;-46407553;31/12/2011
G;306888;CR.P.CONV;CRISTAIS DAS CRIANCAS;CRISTAIS DAS CRIANCAS;;GUAIANASES;GUAIANASES;RUA JOANA DE AUVÉRNIA;303;JARDIM CENTENÁRIO;8430180;39871477;;38081907;Ativa;96;LAJEADO;9607;35363085;35363085;;ZERO A 4A;28/12/2007;2007.0.281;28/12/2007;28/12/2007;;;;CON;-23526233;-46422542;31/12/2011
G;307076;CR.P.CONV;CRISTAIS DAS CRIANCAS - UN II;CRISTAIS DAS CRIANCAS - UN II;;GUAIANASES;GUAIANASES;RUA HIPÓLITO DE CAMARGO;145;VILA LOURDES;8410030;25533205;;;Ativa;31;GUAIANASES;3101;35433366;35433366;;ZERO A 3 A;01/04/2009;2009.0.016;01/04/2009;01/04/2009;;;;CON;-23543819;-46413342;31/12/2011
G;306711;CR.P.CONV;CURUMIM RAIO DE SOL;CURUMIM RAIO DE SOL;;GUAIANASES;CIDADE TIRADENTES;RUA   CACHOEIRA DO BONFIM;141;CONJUNTO HABITACIONAL INACIO MONTEIRO;8472390;25552575;;;Ativa;25;CIDADE TIRADENTES;2501;35288512;35288512;;ZERO A 6A E 11M;;;;17/02/2006;;;;CON;-23569776;-46402055;31/12/2011
G;19437;EMEF;DIAS GOMES;DIAS GOMES;;GUAIANASES;GUAIANASES;RUA ALESSIO PRATI 42;42;VILA IOLANDA;8451550;25544503;29610086;29610086;Ativa;96;LAJEADO;9601;35243607;35243607;161078123000000;;23/09/1999;38.344;23/09/1999;;13/03/2001;;VILA YOLANDA;DIR;-23543818;-46391179;31/12/2011
G;307026;CR.P.CONV;DOCE SABER;DOCE SABER;;GUAIANASES;GUAIANASES;RUA SERRA DO CABURAÍ;100;VILA SÃO JOSÉ (GUAIANAZES);8412140;25530031;25539044;;Ativa;31;GUAIANASES;3103;35407318;35407318;;ZERO A 4 A;09/10/2008;259;09/10/2008;09/10/2008;;;;CON;-23556302;-46409872;31/12/2011
G;306898;CR.P.CONV;DOCE VITORIA;DOCE VITORIA;;GUAIANASES;CIDADE TIRADENTES;RUA NESTOR FERREIRA DA ROCHA;115;VILA YOLANDA II;8470150;25554929;86855590;;Ativa;25;CIDADE TIRADENTES;2502;35389473;35389473;;ZERO A 4A;28/12/2007;2007.0.281;28/12/2007;28/12/2007;;;;CON;-23579157;-46385326;31/12/2011
G;307408;CR.P.CONV;DOCURAS E TRAVESSURAS;DOCURAS E TRAVESSURAS;;GUAIANASES;CIDADE TIRADENTES;RUA QUINZE;39;VILA IOLANDA II;8474250;35342428;;;Ativa;25;CIDADE TIRADENTES;2502;35446117;35446117;;ZERO A 3 A;26/10/2010;2010.0.164;26/10/2010;26/10/2010;;;;CON;-23579852;-46381322;31/12/2011
G;13501;EMEI;DULCE SALLES FERRAZ, PROFA.;DULCE SALLES FERRAZ, PROFA.;;GUAIANASES;CIDADE TIRADENTES;RUA OLIVEIRA ROMA;16;CIDADE TIRADENTES;8475330;29648128;;22824147;Ativa;25;CIDADE TIRADENTES;2506;35074724;35074724;161078143000000;;08/03/1993;33.016;08/03/1993;;15/12/1995;;CONJ. HABITACIONAL SANTA ETELVINA - VII B;DIR;-23589954;-46400730;31/12/2011
G;19315;CEU EMEI;EDNA ALVES DE SOUSA PROFA;EDNA ALVES DE SOUSA PROFA;LAJEADO;GUAIANASES;GUAIANASES;RUA MANUEL DA MOTA COUTINHO;293;LAJEADO;8451420;21539562;;;Ativa;96;LAJEADO;9601;35122658;35122658;161078540000300;;05/06/2004;44.830;04/06/2004;;08/05/2007;;LAJEADO;DIR;-23545680;-46399181;31/12/2011
G;14672;EMEI;EDUARDO KNEESE DE MELLO, PROF.;EDUARDO KNEESE DE MELLO, PROF.;;GUAIANASES;CIDADE TIRADENTES;RUA NASCER DO SOL;1605;COHAB SANTA ETELVINA II;8485020;29649383;22821490;29649383;Ativa;25;CIDADE TIRADENTES;2504;35200529;35200529;161078146000000;;14/03/1994;34.032;14/03/1994;;13/03/2001;;CONJ. HABITACIONAL SANTA ETELVINA IIA - Q31;DIR;-23593579;-46414263;31/12/2011
G;306726;CR.P.CONV;EDUCA SAO PAULO;EDUCA SAO PAULO;;GUAIANASES;GUAIANASES;RUA ANTONIO QUARESMA;61;GUAIANASES;8460200;92825031;25521774;;Ativa;31;GUAIANASES;3103;35290178;35290178;;ZERO A 6A E 11M;;;;20/04/2006;;;GRUPO VITORIA;CON;-23550048;-46400960;31/12/2011
