DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
BT;305954;ESC.PART.;PITANGA PORA ESCOLA;PITANGA PORA ESCOLA;;BUTANTA;BUTANTA;RUA   GERALDO AMORIM;50;JARDIM BONFIGLIOLI;5594110;;;;Ativa;12;BUTANTA;1204;35142050;142050;;;;;;;18/10/1995;;;PAR;0;0;31/12/2010
BT;302511;ESC.PART.;PIU-PIU E.E.I.;PIU-PIU E.E.I.;;BUTANTA;BUTANTA;AVENIDA MARECHAL  JUAREZ TAVORA;220;SUPER QUADRA MORUMBI;5750000;37432449;;;Ativa;94;VILA SONIA;9404;35126548;126548;;0M A 5A;;;;;18/10/1995;;;PAR;-23614835;-46744892;31/12/2010
BT;306062;ESC.PART.;PLANETA AZUL ESC. INF.;PLANETA AZUL ESC. INF.;;BUTANTA;PINHEIROS;FRANCISCO LEITÃO;479;PINHEIROS;5414025;;;;Ativa;62;PINHEIROS;6201;35138940;138940;;;;;;;18/10/1995;;;PAR;-23560394;-46681825;31/12/2010
BT;302091;ESC.PART.;PONTO DE PARTIDA E.E.I.;PONTO DE PARTIDA E.E.I.;;BUTANTA;BUTANTA;RUA   ALVARENGA;1540;BUTANTA;5509003;;;;Ativa;12;BUTANTA;1203;35105338;105338;;;;;;;20/11/1996;;;PAR;-23568350;-46711681;31/12/2010
BT;305278;ESC.PART.;PONTO OMEGA CENTRO DE CUIDADOS INFANTIS;PONTO OMEGA CENTRO DE CUIDADOS INFANTIS;;BUTANTA;PINHEIROS;RUA DONA  ELISA PEREIRA DE BARROS;626;JARDIM EUROPA;1456000;;;;Ativa;62;PINHEIROS;6201;35170884;170884;;;;;;;03/07/1997;;;PAR;-23575777;-46693472;31/12/2010
BT;306207;CR.P.CONV;PRIMAVERA;PRIMAVERA;;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO  HEITOR ANTONIO EIRAS GARCIA;5985;JARDIM ESMERALDA;5564200;37814933;;37814933;Ativa;65;RAPOSO TAVARES;6504;35184561;184561;;4A A 6A E 11M;;;;01/07/2002;;;;CON;-23597399;-46782419;31/12/2010
BT;306507;CR.P.CONV;PRIMAVERA;PRIMAVERA;;BUTANTA;BUTANTA;RUA   JOAO AVELINO PINHO MELLAO;212;PARAISOPOLIS;5659010;37429388;;;Ativa;94;VILA SONIA;9404;35814040;814040;;1A A 4A E 11M;;;;20/07/2002;;;;CON;-23607114;-46725613;31/12/2010
BT;306208;CR.P.CONV;PRIMEIROS PASSOS;PRIMEIROS PASSOS;;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO  HEITOR ANTONIO EIRAS GARCIA;5985;JARDIM ESMERALDA;5564200;37818367;;37818367;Ativa;65;RAPOSO TAVARES;6504;35180713;180713;;1A A 3A E 11M;;;;01/07/2002;;;;CON;-23597399;-46782419;31/12/2010
BT;304760;ESC.PART.;PRIMEIROS RABISCOS ESPACO DE RECR.INF;PRIMEIROS RABISCOS ESPACO DE RECR.INF;;BUTANTA;BUTANTA;RUA   CID ARNAUD COSTA;4;JARDIM PERI PERI;5536010;;;;Ativa;12;BUTANTA;1204;35126263;126263;;;;;;;18/10/1995;;;PAR;-23588425;-46738542;31/12/2010
BT;302783;ESC.PART.;PROJETO CRESCER ESC. PROJETO;PROJETO CRESCER ESC. PROJETO;;BUTANTA;PINHEIROS;RUA   ARIZONA;1010;CIDADE MONCOES;4567003;;;;Ativa;35;ITAIM BIBI;3501;35170665;170665;;;;;;;02/07/1998;;;PAR;-23612230;-46690849;31/12/2010
BT;306900;CR.P.CONV;PROJETO GIRASSOL;PROJETO GIRASSOL;;BUTANTA;BUTANTA;GRANDE ARROZAL;36;VILA BUTANTÃ;5360180;;;37147537;Ativa;67;RIO PEQUENO;6705;35391300;391300;;2A A 4A;31/03/2008;2007.0.248;31/03/2008;31/03/2008;;;;CON;-23532556;-46457694;31/12/2010
BT;307130;ESC.PART.;QUACATU EDUCACAO E RECREACAO INFANTIL;QUACATU EDUCACAO E RECREACAO INFANTIL;;BUTANTA;BUTANTA;MOACIR MIGUEL DA SILVA;187;JARDIM BONFIGLIOLI;5595000;;;;Ativa;12;BUTANTA;1201;35170781;170781;;ZERO A 6 A;22/08/2009;83;18/08/2009;;22/08/2009;;;PAR;-23576302;-46741554;31/12/2010
BT;307248;ESC.PART.;QUINTAL DO JOAO MENINO;QUINTAL DO JOAO MENINO;;BUTANTA;PINHEIROS;DOS MACUNIS;427;VILA MADALENA;5444001;;;;Ativa;2;ALTO DE PINHEIROS;202;35315242;315242;;18 M A 5 A;27/04/2010;15;16/04/2010;;27/04/2010;;;PAR;-23556994;-46710602;31/12/2010
BT;306209;CR.P.CONV;RECANTO DA ALEGRIA I;RECANTO DA ALEGRIA I;;BUTANTA;BUTANTA;RUA   FRANCISCO REBOLO;6;JARDIM PANORAMA D OESTE;5679050;37734991;;;Ativa;54;MORUMBI;5404;35180543;180543;;2A A 5A E 11M;;;;20/07/2002;;;;CON;-23601057;-46698213;31/12/2010
BT;306210;CR.P.CONV;RECANTO DA ALEGRIA II;RECANTO DA ALEGRIA II;;BUTANTA;BUTANTA;TRAVESSA   ANTONIO AUGUSTO M DE B NETO;70;REAL PARQUE;5685030;37581681;;;Ativa;54;MORUMBI;5404;35180555;180555;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23607208;-46704372;31/12/2010
BT;400415;CEI INDIR;RECANTO DA ALEGRIA III;RECANTO DA ALEGRIA III;;BUTANTA;BUTANTA;RUA   DOMINGOS DE ABREU;715;VILA DALVA;5387070;37615322;;;Ativa;67;RIO PEQUENO;6702;35180798;180798;;ZERO A 6A 11M;;;;20/07/2002;;;;CON;-23563576;-46764749;31/12/2010
BT;306105;ESC.PART.;RECANTO INFANTIL;RECANTO INFANTIL;;BUTANTA;PINHEIROS;RUA   HONDURAS;1400;JARDIM PAULISTA;1428001;;;;Ativa;45;JARDIM PAULISTA;4501;35170768;170768;;;;;;;11/05/2001;;RECANTO NUCL. DE EDUC. INF.;PAR;-23568010;-46669581;31/12/2010
BT;307158;ESC.PART.;REZENDE;REZENDE;;BUTANTA;BUTANTA;DOUTOR ULPIANO DA COSTA MANSO;291;JARDIM PERI PERI;5538000;;;;Ativa;94;VILA SONIA;9401;35434723;434723;;;08/10/2009;89;08/10/2009;;08/10/2009;;;PAR;-23587424;-46738269;31/12/2010
BT;19327;EMEI;RIO PEQUENO I;RIO PEQUENO I;;BUTANTA;BUTANTA;AVENIDA   BENEDITO DE LIMA;407;VILA ANTONIO;5376020;37662170;;37662173;Ativa;67;RIO PEQUENO;6703;35297586;297586;161079173000000;;12/12/2006;47.973;11/12/2006;;13/08/2008;;;DIR;-23576988;-46765132;31/12/2010
BT;400302;CEI DIRET;RIO PEQUENO II;RIO PEQUENO II;;BUTANTA;BUTANTA;BENEDITO DE LIMA;405;VILA ANTÔNIO;5376020;37143019;;37665049;Ativa;67;RIO PEQUENO;6703;35282364;282364;161079152000000;;27/11/2002;42653;26/11/2002;;01/12/2007;;;DIR;-23577632;-46765829;31/12/2010
BT;400221;CEI DIRET;ROBERTO ARANTES LANHOSO;ROBERTO ARANTES LANHOSO;;BUTANTA;BUTANTA;SARA NEWTON;146;JARDIM BOA VISTA (ZONA OESTE);5583030;37825224;;37852077;Ativa;65;RAPOSO TAVARES;6502;35238521;238521;161079120000000;ZERO A 6A E 11M;05/03/1996;35.923;05/03/1996;;22/05/2007;;;DIR;-23582728;-46791792;31/12/2010
BT;92843;EMEF;ROBERTO MANGE, PROF.;ROBERTO MANGE, PROF.;;BUTANTA;BUTANTA;RUA JOSE CERQUEIRA BASTOS;46;JARDIM ESTER;5373090;37826700;37829758;;Ativa;67;RIO PEQUENO;6703;35053260;53260;161079151000000;;05/12/1969;8.543;04/12/1969;;10/04/1981;;E.M. JARDIM ESTHER;DIR;-23584553;-46763616;31/12/2010
BT;90093;EMEI;RONALDO PORTO MACEDO, PROF.;RONALDO PORTO MACEDO, PROF.;;BUTANTA;BUTANTA;DOUTOR FRANCISCO PATTI;345;VILA SÃO FRANCISCO;5352090;37142618;37636989;37142618;Ativa;67;RIO PEQUENO;6701;35084372;84372;161079148000000;;24/12/1980;17.101;24/12/1980;;;;VILA SAO FRANCISCO;DIR;-23557076;-46758875;31/12/2010
BT;306565;ESC.PART.;RUBENS SVERNER;RUBENS SVERNER;;BUTANTA;BUTANTA;AVENIDA   ALBERT EINSTEIN;627;JARDIM LEONOR;5652000;;;;Ativa;54;MORUMBI;5401;35104589;104589;;ZERO A 5A E 11M;;;;;04/03/2004;;;PAR;-23598915;-46715056;31/12/2010
BT;306211;CR.P.CONV;SAGRADO CORACAO DE JESUS;SAGRADO CORACAO DE JESUS;;BUTANTA;BUTANTA;RUA   CARLANTONIO CARLONE;112;JARDIM JAQUELINE;5529000;37514874;;;Ativa;94;VILA SONIA;9401;35180865;180865;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23592497;-46752832;31/12/2010
BT;400224;CEI DIRET;SALVADOR LO TURCO;SALVADOR LO TURCO;;BUTANTA;BUTANTA;RUA   EUSEBIO DE PAULA MARCONDES;60;JARDIM D ABRIL;5398020;37823791;37830633;;Ativa;67;RIO PEQUENO;6702;35238508;238508;161079144000000;ZERO A 4A;02/08/1996;36.277;02/08/1996;;01/12/2007;;JARDIM D ABRIL;DIR;-23572663;-46777719;31/12/2010
BT;400370;CEI INDIR;SANTA TEREZA DE JESUS;SANTA TEREZA DE JESUS;;BUTANTA;PINHEIROS;RUA   COJUBA;159;ITAIM BIBI;4533040;31684578;;;Ativa;35;ITAIM BIBI;3501;35180361;180361;;ZERO A 6A 11M;;;;20/07/2002;;;;CON;-23586302;-46684291;31/12/2010
BT;306213;CR.P.CONV;SANTO AGOSTINHO - ASA;SANTO AGOSTINHO - ASA;;BUTANTA;BUTANTA;RUA   CLEMENTINE BRENNE;412;PARAISOPOLIS;5659000;;;;Ativa;54;MORUMBI;5403;35180567;180567;;ZERO A 3A E 11M;;;;20/07/2002;;;;CON;-23606736;-46724403;31/12/2010
BT;306924;CR.P.CONV;SAO CESARIO;SAO CESARIO;;BUTANTA;BUTANTA;ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985;JARDIM ESMERALDA;5564200;37842618;;37842618;Ativa;65;RAPOSO TAVARES;6504;35391273;391273;;ZERO A 5A;03/04/2008;2008.0.017;03/04/2008;03/04/2008;;;;CON;-23597399;-46782419;31/12/2010
BT;306214;CR.P.CONV;SAO FRANCISCO;SAO FRANCISCO;;BUTANTA;BUTANTA;RUA   ANTONIO FRANCISCO SOARES;174;JARDIM SAO JORGE;5568000;37821733;;;Ativa;65;RAPOSO TAVARES;6503;35180737;180737;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23588592;-46786246;31/12/2010
BT;306215;CR.P.CONV;SAO FRANCISCO - ASA;SAO FRANCISCO - ASA;;BUTANTA;BUTANTA;RUA JOAO MILLAM;132;JARDIM ESTER;5373080;34764167;;;Ativa;67;RIO PEQUENO;6703;35180294;180294;;ZERO A 3A E 11M;;;;20/07/2002;;;;CON;-23584958;-46758557;31/12/2010
BT;306798;CR.P.CONV;SAO FRANCISCO DE ASSIS;SAO FRANCISCO DE ASSIS;;BUTANTA;BUTANTA;RUA   ANIS CHAKUR;175;JARDIM ALVORADA;5528110;37513397;;;Ativa;94;VILA SONIA;9401;35305112;305112;;2A A 4A;;;;23/03/2007;;;;CON;-23594853;-46757301;31/12/2010
BT;400228;CEI DIRET;SAO JORGE ARPOADOR;SAO JORGE ARPOADOR;;BUTANTA;BUTANTA;RUA   EUDORO LINCOLN BERLINCK;114;JARDIM ARPOADOR;5565200;37820950;;3782-0950;Ativa;65;RAPOSO TAVARES;6505;35238478;238478;161079123000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;13/08/2008;;;DIR;-23594909;-46790160;31/12/2010
BT;400416;CEI INDIR;SAO LUIS GONZAGA;SAO LUIS GONZAGA;;BUTANTA;BUTANTA;RUA   GERTRUDES CUNHA;30;JARDIM ESTER YOLANDA;5374050;37191955;;37191955;Ativa;67;RIO PEQUENO;6703;35180774;180774;;ZERO A 6A 11M;;;;20/07/2002;;;ESTHER YOLANDA;CON;-23576828;-46758171;31/12/2010
BT;400407;CR.P.CONV;SAO MATHEUS;SAO MATHEUS;;BUTANTA;PINHEIROS;RUA   NICOLAU GAGLIARDI;451;PINHEIROS;5429010;38128724;;38194956;Ativa;62;PINHEIROS;6202;35180579;180579;;ZERO A 6A 11M;;;;20/07/2002;;;;CON;-23560873;-46699669;31/12/2010
BT;300471;ESC.PART.;SER CRIANCA BERCARIO E MATERNAL;SER CRIANCA BERCARIO E MATERNAL;;BUTANTA;PINHEIROS;RUA DOUTOR  EDUARDO DE SOUZA ARANHA;186;VILA NOVA CONCEICAO;4543120;;;;Ativa;35;ITAIM BIBI;3501;35162620;162620;;;;;;;13/12/1997;;;PAR;0;0;31/12/2010
BT;306186;CR.P.CONV;SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;;BUTANTA;BUTANTA;AVENIDA   JOSE JOAQUIM SEABRA;1245;JARDIM IVANA;5364000;37652731;;;Ativa;67;RIO PEQUENO;6704;35180750;180750;;ZERO A 3A E 11M;;;;20/07/2002;;;;CON;-23566731;-46754718;31/12/2010
BT;500831;MOVA;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID II BT;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID II BT;;BUTANTA;BUTANTA;RUA   MARIANA BELIZARIA DA CONCEICAO;250;JARDIM ESTER;5373010;37832426;;;Ativa;67;RIO PEQUENO;6703;;;;;;;;09/11/2006;;;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID II;CON;-23583792;-46757830;31/12/2010
BT;500929;MOVA;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID VI BT;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID VI BT;;BUTANTA;BUTANTA;RUA PROFESSOR  JOAO DE LORENZO;426;JARDIM SAO JORGE;5567010;37832426;;;Ativa;65;RAPOSO TAVARES;6503;;;;;;;;09/11/2006;;;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID VI;CON;-23594096;-46784537;31/12/2010
BT;501232;MOVA;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID X BT;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID X BT;;BUTANTA;BUTANTA;AVENIDA   INTERCONTINENTAL;1406;JARDIM JUSSARA;5525060;;;;Ativa;94;VILA SONIA;9401;;;;;;;;09/11/2006;;;SOCIEDADE BENEFICENTE OSVALDO MOREIRA X BT;CON;-23602882;-46750470;31/12/2010
BT;501305;MOVA;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID XII BT;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID XII BT;;BUTANTA;BUTANTA;CIRCULAR;113;EMBURA;4893080;;;;Ativa;65;RAPOSO TAVARES;6504;;;;;19/06/2008;2006.0.264;19/06/2008;25/06/2008;;;SOCIEDADE BENEFICENTE OSVALDO MOREIRA UNID XI;CON;-23627639;-46510128;31/12/2010
BT;306603;ESC.PART.;SOL DA VILA, ESCOLA;SOL DA VILA, ESCOLA;;BUTANTA;PINHEIROS;PRACA BARONESA DA BOCAINA;107;SUMAREZINHO;5440030;;;;Ativa;62;PINHEIROS;6202;35128879;128879;;ZERO A 6A;;;;;02/12/2004;;;PAR;-23547612;-46689591;31/12/2010
BT;92771;EMEF;SOLANO TRINDADE;SOLANO TRINDADE;;BUTANTA;BUTANTA;RUA GABRIEL DE CARVALHO;60;JARDIM BOA VISTA;5583080;37811914;37824889;37824889;Ativa;65;RAPOSO TAVARES;6502;35083963;83963;161079130000000;;13/03/1980;16.529;12/03/1980;;06/05/1981;;JARDIM BOA VISTA;DIR;-23583648;-46790876;31/12/2010
BT;307417;ESC.PART.;SOLETRANDO;SOLETRANDO;;BUTANTA;BUTANTA;GENERAL TEIXEIRA DE CAMPOS;199;JARDIM CLÁUDIA;5546000;;;;Ativa;65;RAPOSO TAVARES;6503;35446671;446671;;1 A A 5 A;24/11/2010;67;18/11/2010;;24/11/2010;;;PAR;-23588030;-46768876;31/12/2010
BT;307232;ESC.PART.;SOLETRAR,N.R.I;SOLETRAR,N.R.I;;BUTANTA;PINHEIROS;MOURATO COELHO;903;PINHEIROS;5417011;;;;Ativa;62;PINHEIROS;6201;35442616;442616;;;01/04/2010;9;29/03/2010;;01/04/2010;;;PAR;-23559817;-46690167;31/12/2010
BT;306107;ESC.PART.;SUBMARINO AMARELO NUCL. RECR.;SUBMARINO AMARELO NUCL. RECR.;;BUTANTA;BUTANTA;RUA FREI  BONIFACIO DUX;149;JARDIM COLOMBO;5629000;;;;Ativa;94;VILA SONIA;9402;35178470;178470;;;;;;;12/05/2001;;;PAR;-23602206;-46728677;31/12/2010
BT;92738;EMEF;TARSILA DO AMARAL;TARSILA DO AMARAL;;BUTANTA;BUTANTA;RUA NATAL PIGASSI;787;JARDIM CELESTE;5527000;37510223;37515250;;Ativa;94;VILA SONIA;9401;35053272;53272;161079159000000;;03/08/1971;9.586;02/08/1971;;10/04/1981;;E.M. DO JARDIM CELESTE;DIR;-23597575;-46756239;31/12/2010
BT;99261;EMEF;TEOFILO BENEDITO OTTONI;TEOFILO BENEDITO OTTONI;;BUTANTA;BUTANTA;RUA INACIO CERVANTES;490;PARQUE YPE;5572000;37828893;;37829759;Ativa;65;RAPOSO TAVARES;6505;35095709;95709;161079131000000;;21/01/1988;25.289;20/01/1988;;16/03/1991;;JARDIM YPE;DIR;-23594076;-46797204;31/12/2010
BT;92703;EMEF;THEODOMIRO DIAS, DES.;THEODOMIRO DIAS, DES.;;BUTANTA;BUTANTA;PRACA DOUTOR JOSE ORIA;SN;VILA SONIA;5626070;37715304;37425858;37715304;Ativa;94;VILA SONIA;9403;35053168;53168;161079162000000;;20/03/1957;3.504;20/03/1957;;10/04/1981;;ESCOLA MISTA DE VILA SONIA;DIR;-23594471;-46730758;31/12/2010
BT;306049;ESC.PART.;TICOS CENTRO DE RECR. INF. E DES.;TICOS CENTRO DE RECR. INF. E DES.;;BUTANTA;PINHEIROS;RUA   ELVIRA FERRAZ;308;VILA OLIMPIA;4552040;;;;Ativa;35;ITAIM BIBI;3501;35164537;164537;;;;;;;13/09/2000;;;PAR;-23594960;-46681908;31/12/2010
BT;90433;EMEI;TIDE SETUBAL;TIDE SETUBAL;;BUTANTA;PINHEIROS;RUA COJUBA;97;ITAIM BIBI;4533040;30784891;;30788743;Ativa;35;ITAIM BIBI;3501;35051913;51913;161079166000000;;;;;;30/07/1985;;ITAIM - PI 22;DIR;-23586622;-46684244;31/12/2010
BT;304549;ESC.PART.;TIO JUCA E.E.I.;TIO JUCA E.E.I.;;BUTANTA;PINHEIROS;RUA   PEDROSO ALVARENGA;611;ITAIM BIBI;4531011;;;;Ativa;35;ITAIM BIBI;3501;35143248;143248;;;;;;;18/10/1995;;TIO JUCA ESCOLA MATERNAL;PAR;-23581192;-46676099;31/12/2010
BT;19378;CEU EMEI;UIRAPURU;UIRAPURU;UIRAPURU;BUTANTA;BUTANTA;NAZIR MIGUEL;849;JARDIM PAULO VI;5570030;37830835;;;Ativa;65;RAPOSO TAVARES;6505;35399516;399516;161079510000300;;21/05/2008;49510;20/05/2008;;04/09/2009;;;DIR;-23599630;-46788074;31/12/2010
BT;400692;CEU CEI;UIRAPURU;UIRAPURU;UIRAPURU;BUTANTA;BUTANTA;NAZIR MIGUEL;849;JARDIM PAULO VI;5570030;37831926;;37831926;Ativa;65;RAPOSO TAVARES;6505;35399474;399474;161079510000100;;21/05/2008;49510;20/05/2008;;04/09/2009;;;DIR;-23599630;-46788074;31/12/2010
BT;501193;MOVA;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID I BT;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID I BT;;BUTANTA;BUTANTA;RUA   CLEMENTINE BRENNE;857;PARAISOPOLIS;5659000;;;;Ativa;94;VILA SONIA;9404;;;;;;;;03/11/2010;;;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID I;CON;-23606527;-46724546;31/12/2010
BT;501194;MOVA;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID II BT;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID II BT;;BUTANTA;BUTANTA;RUA   JOAO AVELINO PINHO MELLAO;212;PARAISOPOLIS;5659010;;;;Ativa;54;MORUMBI;5403;;;;;;;;03/11/2010;;;UNIAO DOS MOR DA FAVELA DO JD COLOMBO UNID II;CON;-23607586;-46725872;31/12/2010
BT;99287;EMEF;VIANNA MOOG;VIANNA MOOG;;BUTANTA;BUTANTA;RUA FRANCISCO LEITE ESQUERDO;310;JARDIM JAQUELINE;5528040;37516087;;37515579;Ativa;94;VILA SONIA;9401;35098498;98498;161079163000000;;21/01/1988;25.291;20/01/1988;;16/03/1991;;JARDIM JAQUELINE;DIR;-23596667;-46756083;31/12/2010
BT;19416;EMEF;VILA MUNCK;VILA MUNCK;;BUTANTA;BUTANTA;JOAQUIM GUIMARÃES;40;BUTANTÃ;5574010;37823682;;;Ativa;65;RAPOSO TAVARES;6501;35428851;428851;161079174000000;;28/11/2008;50267;27/11/2008;;;;;DIR;-23591138;-46799753;31/12/2010
BT;307339;ESC.PART.;VILLACOR;VILLACOR;;BUTANTA;PINHEIROS;JATAITUBA;171;JARDIM DAS ACÁCIAS;4704090;;;;Ativa;35;ITAIM BIBI;3504;35444819;444819;;3M A 5A;26/08/2010;44;23/08/2010;;26/08/2010;;;PAR;-23623037;-46689815;31/12/2010
BT;306735;ESC.PART.;VITORIANO KIDS, ESCOLA;VITORIANO KIDS, ESCOLA;;BUTANTA;BUTANTA;RUA   DOMINGOS OLIMPIO;247;VILA SONIA;5625060;37738680;;;Ativa;94;VILA SONIA;9403;35800648;800648;;18M A 6A;;;;;15/06/2006;;CLASSE A, E.E.I.;PAR;-23591933;-46727959;31/12/2010
BT;400268;CEI DIRET;YVONE LEMOS DE ALMEIDA FRAGA;YVONE LEMOS DE ALMEIDA FRAGA;;BUTANTA;BUTANTA;RUA   NEY GONZAGA DE LACERDA;17;VILA ALBA;5368040;37356868;;;Ativa;67;RIO PEQUENO;6704;35238569;238569;161079147000000;ZERO A 6A E 11M;02/10/1992;32.368;01/10/1992;;22/05/2007;;;DIR;-23575972;-46752669;31/12/2010
BT;400269;CEI DIRET;YVONE MALUHY JOSEPF SABGA;YVONE MALUHY JOSEPF SABGA;;BUTANTA;BUTANTA;ROSÁRIA ANA BARBOSA;21;JARDIM ESTER;5373000;3782-6624;;;Ativa;67;RIO PEQUENO;6703;35238512;238512;161079150000000;ZERO A 6A E 11M;16/04/1998;37.399;16/04/1998;;22/05/2007;;;DIR;-23581765;-46757167;31/12/2010
BT;90468;EMEI;ZILDA DE FRANCESCHI, PROFA.;ZILDA DE FRANCESCHI, PROFA.;;BUTANTA;PINHEIROS;RUA PURPURINA;290;VILA MADALENA;5435030;30327096;38197843;38126731;Ativa;62;PINHEIROS;6201;35052577;52577;161079171000000;;;;;;30/07/1985;;;DIR;-23553247;-46690959;31/12/2010
CL;99350;EMEF;22 DE MARCO;22 DE MARCO;;CAMPO LIMPO;CAMPO LIMPO;RUA FRANCISCO SOARES;51;PARQUE REGINA;5774300;55130007;58125314;55130007;Ativa;17;CAMPO LIMPO;1703;35098619;98619;161072101000000;;17/02/1988;25.362;17/02/1988;;09/03/1991;;VILA FRANCA;DIR;-23637563;-46749588;31/12/2010
CL;306220;CR.P.CONV;A NOSSA CASA DA CRIANCA;A NOSSA CASA DA CRIANCA;;CAMPO LIMPO;M'BOI MIRIM;TEODÓSIO DE SAAVEDRA;9;CHÁCARA SANTANA;5831170;55146465;;58933667;Ativa;46;JARDIM SAO LUIS;4603;35184248;184248;;2A A 5A E 11M;;;;20/07/2002;;;;CON;-23671055;-46743968;31/12/2010
CL;306221;CR.P.CONV;ABILIO CESAR;ABILIO CESAR;;CAMPO LIMPO;CAMPO LIMPO;ABILIO CESAR;1030;JARDIM SORAIA;5881020;58724517;;;Ativa;19;CAPAO REDONDO;1907;35183933;183933;;ZERO A 3A E 11M;;;;20/07/2002;;;;CON;-23687107;-46780571;31/12/2010
CL;306822;ESC.PART.;ABRACADABRA;ABRACADABRA;;CAMPO LIMPO;CAMPO LIMPO;CAPELINHA;10;JARDIM GERMÂNIA;5849200;;;;Ativa;19;CAPAO REDONDO;1903;35130059;130059;;4M A 6A;01/06/2007;71;28/05/2007;;01/06/2007;;ABRACA-DABRA;PAR;0;0;31/12/2010
CL;400383;CEI INDIR;ADAIL TINI DE ARAUJO;ADAIL TINI DE ARAUJO;;CAMPO LIMPO;M'BOI MIRIM;CIRO FERRI;51;VILA REMO;5864020;55156250;;;Ativa;43;JARDIM ANGELA;4302;35184068;184068;;ZERO A 6A 11M;02/07/1996;36.182;02/07/1996;20/07/2002;;;VILA REMO;CON;-23674947;-46763957;31/12/2010
CL;93017;EMEF;ADHEMAR DE BARROS, PREF.;ADHEMAR DE BARROS, PREF.;;CAMPO LIMPO;CAMPO LIMPO;RUA GIOVANNI AMADEO;187;JARDIM CATANDUVA;5767400;58415095;58415223;58415223;Ativa;17;CAMPO LIMPO;1704;35053922;53922;161072104000000;;30/10/1958;7.755;30/10/1958;;10/04/1981;;ESCOLAS REUNIDAS DE JARDIM IPE;DIR;-23637904;-46760777;31/12/2010
CL;306226;CR.P.CONV;AGLAEZINHA I, COMUN INFANTIL;AGLAEZINHA I, COMUN INFANTIL;;CAMPO LIMPO;M'BOI MIRIM;AGLAÊ REIS;337;JARDIM CLARICE;5870010;58327005;58338117;;Ativa;43;JARDIM ANGELA;4302;35183912;183912;;ZERO A 5A E 11M;;;;20/07/2002;;;AGLAEZINHA, COMUN INFANTIL;CON;-23680041;-46771507;31/12/2010
CL;306894;CR.P.CONV;AGLAEZINHA II, COMUN INFANTIL;AGLAEZINHA II, COMUN INFANTIL;;CAMPO LIMPO;M'BOI MIRIM;AGLAÊ REIS;337;JARDIM CLARICE;5870010;;;;Ativa;43;JARDIM ANGELA;4302;35380908;380908;;2A A 5A;28/12/2007;2007.0.361;28/12/2007;28/12/2007;;;;CON;-23679970;-46772473;31/12/2010
CL;306895;CR.P.CONV;AGLAEZINHA III, COMUN INFANTIL;AGLAEZINHA III, COMUN INFANTIL;;CAMPO LIMPO;M'BOI MIRIM;AGLAÊ REIS;337;JARDIM CLARICE;5870010;;;;Ativa;43;JARDIM ANGELA;4302;35380970;380970;;ZERO A 3A;28/12/2007;2007.0.361;28/12/2007;28/12/2007;;;;CON;-23679970;-46772473;31/12/2010
CL;306896;CR.P.CONV;AGLAEZINHA IV, COMUN INFANTIL;AGLAEZINHA IV, COMUN INFANTIL;;CAMPO LIMPO;M'BOI MIRIM;AGLAÊ REIS;377;JARDIM CLARICE;5870010;;;;Ativa;43;JARDIM ANGELA;4302;35381007;381007;;3A A 5A;18/02/2008;2007.0.361;18/02/2008;18/02/2008;;;;CON;-23679231;-46772780;31/12/2010
